centre-id,centre-ID-OSV,fieldwork-ID,year,date-of-inspection,date,name-of-designated-centre,address-of-centre,name-of-provider,type-of-inspection,number-of-residents-present,report-id,about,respite-category,num-compliant,num-notcompliant,num-substantiallycompliant,Regulation_03_Statement_of_purpose,Regulation_04_Written_policies_and_procedures,Regulation_05_Individualised_assessment_and_personal_plan,Regulation_06_Healthcare,Regulation_07_Positive_behaviour_support,Regulation_08_Protection,Regulation_09_Residents'_rights,Regulation_10_Communication,Regulation_11_Visits,Regulation_12_Personal_possessions,Regulation_13_General_welfare_and_development,Regulation_14_Person_in_charge,Regulation_15_Staffing,Regulation_16_Training_and_staff_development,Regulation_17_Premises,Regulation_18_Food_and_nutrition,Regulation_19_Directory_of_residents,Regulation_20_Information_for_residents,Regulation_21_Records,Regulation_22_Insurance,Regulation_23_Governance_and_management,Regulation_24_Admissions_and_contract_for_the_provision_of_services,"Regulation_25_Temporary_absence,_transition_and_discharge_of_residents",Regulation_26_Risk_management_procedures,Regulation_27_Protections_against_infection,Regulation_28_Fire_precautions,Regulation_29_Medicines_and_pharmaceutical_services,Regulation_30_Volunteers,Regulation_31_Notification_of_incidents,Regulation_32_Notifications_of_periods_when_person_in_charge_is_absent,Regulation_33_Notifications_of_procedures_and_arrangements_for_periods_when_person_in_charge_is_absent,Regulation_34_Complaints_procedure,Registration_Reg5,Registration_Reg8,Registration_Reg7
6413,OSV-0006413,MON-0036821,2022,03 May 2022,2022-05-03,Miltown Lodge,Kilkenny,S O S Kilkenny Company Limited by Guarantee,Unannounced,2,6413-20220503,"This centre is a large single storey house set in it's own grounds in close proximity to Kilkenny city. The centre has capacity for four residents. It has a large open plan kitchen diner with two living rooms, each resident has their own bedroom and one is en-suite. There is ample parking to the front of the house and a large paved courtyard for residents to enjoy is to the side of the house. This centre is open 24 hours a day for seven days a week year round. Residents in this centre are supported by a staff team comprising a nurse, social care workers and care assistants.",,0,2,0,,,,,,Not compliant,,,,,,,,,,,,,,,Not compliant,,,,,,,,,,,,,,
3412,OSV-0003412,MON-0030412,2020,17 September 2020,2020-09-17,Ardnore,Kilkenny,S O S Kilkenny Company Limited by Guarantee,Short Notice Announced,18,3412-20200917,"This centre comprises of three houses, and is home to eighteen residents. Each house is in close proximity to each other and accommodates six individuals. The houses that make up this centre are all close to local amenities and are on the outskirts of Kilkenny City. The centre provides community based living for adults with mild to moderate intellectual disability and is open seven days a week all year with no closures. This is a low support home with some residents assisted to access their community independently. This centre aims to provide services that are person centered and that promote relationship building and social inclusion in the communities where the individuals live. The staff team for this centre comprises of a social care leader and social care workers.",,5,3,4,,,,,Compliant,Not compliant,,,,,,,Substantially compliant,Not compliant,,,,Compliant,,Compliant,Substantially compliant,,Substantially compliant,Substantially compliant,Compliant,Compliant,,,Not compliant,,,,Compliant,,
2340,OSV-0002340,MON-0040634,2023,03 August 2023,2023-08-03,Baldoyle Residential Services,Dublin 13,St Michael's House,Unannounced,,2340-20230803,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3359,OSV-0003359,MON-0035026,2022,31 May 2022,2022-05-31,Hawthorns,Co. Dublin,Health Service Executive,Unannounced,15,3359-20220531,"Hawthorns provides residential care for up to 16 adults, both male and female, with an intellectual disability. The centre consists of five detached bungalows on a campus setting with green areas to the back and front. Each bungalow has an open plan living room with a defined dining area. Each home has a kitchen a utility room and laundry facilities. Each resident has their own bedroom and access to a number of bathrooms. The centre is in a suburban area of Dublin close to a local village with easy access to shops and other local facilities. The centre is close to public transport links including a bus and train service which enables residents to access local amenities and neighbouring areas. Residents are supported by a staffing team 24 hours a day seven days a week and the team comprises of a person in charge, clinical nurse managers, staff nurses and care staff.",,8,1,5,Compliant,,,,Substantially compliant,Substantially compliant,,,,,,,Not compliant,Substantially compliant,Substantially compliant,,,Compliant,,Compliant,Compliant,,,,Compliant,Compliant,Compliant,,Compliant,,,Substantially compliant,,,
2433,OSV-0002433,MON-0037702,2023,18 April 2023,2023-04-18,Avalon,Meath,Redwood Extended Care Facility Unlimited Company,Unannounced,5,2433-20230418,"The centre provides residential services to adults 18 years and over, who present with a diagnosis of intellectual disability, autism or acquired brain injury and mental health. This centre can accommodate a total of five residents. It is fully wheelchair accessible and each resident has their own bedroom. The centre consists of a kitchen, utility, dining room and four communal living areas. The centre also has two bathrooms and two wc's available. There is also a communal garden available to residents. The centre is located a short drive from a village in Meath. The centre is staffed by a person in charge, a house manager, a nurse and direct support workers.",,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Compliant,,,,,,,,,,
2418,OSV-0002418,MON-0028911,2022,12 October 2022,2022-10-12,Glenview,Meath,Dundas Unlimited Company,Announced,3,2418-20221012,"This service provides residential services to adults over the age of 18 years, diagnosed with an intellectual disability, autism, acquired brain injuries and who may also have mental health difficulties. The centre can accommodate up to five residents and is situated in a large town in County Meath. In this centre the provider' stated aim is to offer supports to residents to experience life in a home-like environment and to engage in activities of daily living typical of those which take place in a domestic setting. Additional supports are in place in line with residents assessed needs. The house consists of five bedrooms, a kitchen-diner, utility room and a living room. The centre is staffed with direct support workers, team leaders and has access to nursing support.",,18,0,0,Compliant,,Compliant,,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,,Compliant,,Compliant,Compliant,,Compliant,,Compliant,Compliant,,Compliant,,Compliant,,,,Compliant,,,,Compliant,,
5839,OSV-0005839,MON-0041654,2023,23 November 2023,2023-11-23,Stewarts Care Adult Services Designated Centre 26,Dublin 20,Stewarts Care DAC,Unannounced,3,5839-20231123,"Stewarts Care Adult Services Designated Centre 26 is a designated centre operated by Stewarts Care DAC. Designated Centre 26 comprises of four separate homes across four different locations in West Dublin. Residents are provided with long stay residential supports in community based settings. The centre is registered to accommodate up to eight residents and is staffed by a person in charge, nurses, social care staff and healthcare assistants.",,4,0,3,,,Substantially compliant,,Substantially compliant,Compliant,,,,,Compliant,,,Compliant,,,,,,,Compliant,,,,,,Substantially compliant,,,,,,,,
3311,OSV-0003311,MON-0031634,2022,30 May 2022,2022-05-30,Cork City South 3,Cork,COPE Foundation,Unannounced,30,3311-20220530,"The service is for adults with an intellectual, physical disability and/or autism who require residential care. The centre is comprised of three detached buildings located beside each other in a housing estate. The centre is located close to the city with transport available. One of the buildings is a single storey building divided into two houses with an interconnecting keypad door which residents had the access code for. The remaining two buildings are two storeys and all three buildings are of a similar design and layout. Each of the buildings consist of two kitchens with adjoining dining and sitting areas and two smaller sitting rooms which could be used for visitors. Combined, the three buildings consists of 31 separate bedrooms for residents while staff facilities such as staff offices were also available. The centre is open and staffed on a full-time basis. The staff team is comprised of nursing and care assistant staff led by the person in charge and a clinical nurse manager 1(CNM1).",,0,12,1,,,Not compliant,Not compliant,,Not compliant,Not compliant,,,,Not compliant,,Not compliant,Not compliant,Substantially compliant,,,,,,Not compliant,,,Not compliant,Not compliant,,,,Not compliant,,,Not compliant,,,
4906,OSV-0004906,MON-0030274,2023,31 January 2023,2023-01-31,"Joanstown, Rathowen",Westmeath,Health Service Executive,Announced,6,4906-20230131,"This designated centre is a service provided in a large detached bungalow on the outskirts of the nearest small town, which provides residential care to six ladies with an intellectual disability and autism. The centre comprises of a sitting room, a large kitchen diner with a utility room, four single bedrooms and one shared twin bedroom, two of the bedrooms are en-suite. There is also one large shared bathroom and a further WC located in the utility room. Outside there is a large well-maintained garden both to front and rear of the property. Residents living in the centre have a range of support needs and the centre is staffed by both nurses and health care assistants, providing 24 hour staffing cover.",,17,0,1,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,,Compliant,,,Compliant,Compliant,Compliant,Compliant,,,Compliant,,,Compliant,,,Compliant,Substantially compliant,Compliant,Compliant,,,,,,,,
3457,OSV-0003457,MON-0030373,2023,16 January 2023,2023-01-16,Waterford Cheshire,Waterford,The Cheshire Foundation in Ireland,Announced,13,3457-20230116,"Waterford Cheshire was established in 2003 and provides accommodation and support in a purpose-built facility of self-contained apartments to adults with physical disabilities and neurological conditions. Individuals seeking to access services must be aged between 18 and 65 when they first arrive. The service can accommodate 16 Service Users in total.  Fourteen permanent residential apartments are available and two apartments are used to provide respite services. Most of the apartments have one bedroom, some have two bedrooms. All apartments have a kitchen/dining room and accessible bathroom. Many of the people accessing the service have high physical support needs and the service endeavours to provide the supports required to enable each person to maintain the best possible health and to remain as independent as possible, for as long as possible. People living in the centre direct and participate in their own care. The centre operates all year round and is staffed 24/7. A mix of nursing and support workers provide assistance to residents.",Respite,0,7,1,,,,,,,,,,,,,Not compliant,Substantially compliant,Not compliant,,,,,,Not compliant,,,Not compliant,Not compliant,Not compliant,,,Not compliant,,,,,,
4460,OSV-0004460,MON-0031111,2020,26 November 2020,2020-11-26,Pine Services,Roscommon,Brothers of Charity Services Ireland CLG,Short Notice Announced,9,4460-20201126,"Pine Services is a residential and respite service, which is run by the Brothers of Charity Services Ireland. The centre provides accommodation and respite support for ten male and female adults over the age of 18 years, with an intellectual disability. The centre comprises of three bungalows, two of which are located in a village in Co. Roscommon and one which is located on the outskirts of a town in Co. Roscommon. The bungalows comprise of single and shared residents' bedrooms, en-suites, shared bathrooms, office spaces, kitchen and dining areas, utility areas and sitting rooms. Residents also have access to garden areas to the rear and front of each bungalow. Staff are on duty both day and night to support residents availing of this service",Residential and Respite,8,2,2,Compliant,,Compliant,Compliant,Compliant,Compliant,Compliant,,,,,Compliant,Not compliant,,,,,,,,Substantially compliant,,,Substantially compliant,Compliant,,,,Not compliant,,,,,,
4131,OSV-0004131,MON-0026642,2020,29 July 2020,2020-07-29,Centre 8 - Cheeverstown House Community Services (Kingswood/Tallaght),Dublin 6w,Cheeverstown House CLG,Short Notice Announced,10,4131-20200729,"This designated centre provides seven day a week residential care and support to 11 adults and respite care to 4 adults at any one time. The centre provides services to both male and female adults with an intellectual disability. The centre consists of five separate units in the community in a large town in Co. Dublin. There are three two storey residential homes in the community, one two bedroom apartment in an apartment complex and one level access house. There are gardens to the rear of each of the houses and small but secure patio area at the back of the ground floor apartment. Each of the residents living in the centre or availing of respite had their own bedroom which had been personalised to their own taste. There centre employs sleepover staff, five social care workers, five nurses and four care assistants.",Respite,4,1,5,,Substantially compliant,,Compliant,Substantially compliant,Not compliant,,,,,,,Substantially compliant,,,,,,,,Substantially compliant,,,Compliant,Compliant,Substantially compliant,,,Compliant,,,,,,
7998,OSV-0007998,MON-0033094,2021,14 December 2021,2021-12-14,Community Living Area 35,Kildare,Muiríosa Foundation,Announced,3,7998-20211214,"This centre provides a full-time service to three residents with intellectual disabilities, varying degrees of physical disabilities and complex healthcare needs. It is a newly built four bedroom bungalow in close proximity to two towns. There are three bedrooms downstairs, two of which are en suite. The property has tracker hoists throughout. There is a kitchen room, sun room, dining room and sitting room. Upstairs is a staff office, a bathroom and storage space. Day services are provided within the house. The centre is staffed by nurses, care assistants and a day service staff. Residents have access to a number of health and social care professionals as required.",,16,0,1,Compliant,,Compliant,Compliant,Compliant,Compliant,,,,,,Compliant,Compliant,Compliant,Compliant,,Compliant,Compliant,,,Compliant,Compliant,Compliant,Compliant,Compliant,Substantially compliant,,,,,,,,,
3386,OSV-0003386,MON-0037595,2022,09 August 2022,2022-08-09,Clarey Lodge,Kildare,Nua Healthcare Services Limited,Unannounced,4,3386-20220809,"Clarey Lodge provides 24 hour care and support for up to four adults both male and female with an intellectual disability. The centre is a detached bungalow which is subdivided into four separate areas, each with their own entrance. There are three self-contained apartment ,one area supports female residents and contains a kitchen dining area, two bedrooms, a bathroom and a sitting room. The second area is a common area and contains a kitchen dining area, a bathroom, a laundry area and an office. There are two self-contained apartments which contains a sitting/dining area, a bedroom and a bathroom. One of these apartments has a sensory room and the other has an outside building for activities. Residents are support 24 hours a day by a staff team consisting of a person in charge, social care workers, health care assistants, a staff nurse and relief staff. There are a number of vehicles in the centre to assist residents to access community facilities.",,7,0,1,,,,,Substantially compliant,Compliant,,,,Compliant,,,,Compliant,,,,,,,Compliant,,,Compliant,,,Compliant,,Compliant,,,,,,
3430,OSV-0003430,MON-0029350,2023,10 January 2023,2023-01-10,Rathmore Residential Services,Kerry,Kerry Parents and Friends Association,Announced,14,3430-20230110,"This designated centre is comprised of three separate houses in close proximity to each other in the same rural village. A maximum of 15 adult residents can be accommodated and residents present with a diverse range of needs and abilities between the three houses and within the houses themselves. One house is purpose built; all facilities are at ground floor level and are designed and laid out to suit residents with higher physical needs. Residents avail of full time residential services; there is one bed allocated to the provision of respite and six residents would normally avail of this service. The provider aims to provide quality person-centred services to each resident in partnership with their family and connected to their community and support networks. The staff team is comprised of support staff, social care staff and nursing staff.",Respite,16,1,6,Substantially compliant,Not compliant,Compliant,Compliant,,Compliant,Compliant,,,Compliant,Compliant,Compliant,Substantially compliant,Substantially compliant,Compliant,Compliant,,Substantially compliant,,Compliant,Substantially compliant,Substantially compliant,,Compliant,Compliant,Compliant,Compliant,,Compliant,,,Compliant,Substantially compliant,,
1855,OSV-0001855,MON-0033482,2023,07 December 2023,2023-12-07,Esmonde Gardens,Wexford,St. Aidan's Day Care Centre Company Limited by Guarantee,Announced,6,1855-20231207,"Esmonde Gardens is a designated centre which accommodates six adults, both male and female, with mild to moderate intellectual disabilities, mental health, dual diagnosis and behaviors that challenge. The centre comprises of one single storey building and Esmonde Gardens, can accommodate up to six residents. The house is located in a busy town in Co.Wexford. All residents have their own bedrooms which are decorated to suit their preferences. The house has communal kitchen/dining and living areas. It is located close to local shops, pubs, restaurants, sports facilities, boutiques, cafés, beaches and health services. There were a number of day services/workshops allied to the centre. The staff team currently comprises of care assistants, social care workers and nursing staff. Service vehicles are available to residents in this house.",,14,0,1,,,Compliant,Compliant,Compliant,Compliant,Compliant,,,Substantially compliant,,,Compliant,Compliant,Compliant,,,,Compliant,,Compliant,,,Compliant,,Compliant,,,Compliant,,,Compliant,Compliant,,
3607,OSV-0003607,MON-0031989,2021,28 September 2021,2021-09-28,Camphill Community Callan,Kilkenny,Camphill Communities of Ireland,Unannounced,12,3607-20210928,"Camphill Community Callan consists of two residential units and five individual units for single residents located in a small town. Overall this designated centre provides a residential service for up to 12 residents, both male and female, over the age of 18 with intellectual disabilities, Autism and those with physical and sensory disabilities including epilepsy. In line with the provider's model of care, residents are supported by a mix of paid staff and volunteers. The centre does not accept emergency admissions.",,6,4,3,,,,,,Compliant,,,,Not compliant,Compliant,Compliant,Compliant,Substantially compliant,Substantially compliant,,,,,,Not compliant,Compliant,,Compliant,Substantially compliant,Not compliant,Not compliant,,,,,,,,
2037,OSV-0002037,MON-0030126,2021,02 December 2021,2021-12-02,Rathmore House,Wicklow,Enable Ireland Disability Services Limited,Unannounced,2,2037-20211202,"The designated centre is operated by Enable Ireland and is based in a rural area outside a town in Co. Wicklow. The service provides holiday respite breaks for adults who reside in the CHO6 area, and who meet the assessed criteria.  Breaks are facilitated for up to 5 nights in the week for a maximum of three adults per break; the size of the group depends on the person's needs, support/dependency levels, and staffing levels are allocated to reflect the support needs of service users. The centre is a two storey house which consists of six bedrooms, a large conservatory, sitting room and kitchen. The centre is staffed by the person in charge, a staff nurse, social care workers and personal care assistants who are responsible for supporting the care needs of all residents throughout their break.",Respite,6,1,4,,,Substantially compliant,,Compliant,Compliant,,,,,,,Substantially compliant,Compliant,Substantially compliant,,,,,,Substantially compliant,,,Compliant,Compliant,Not compliant,,,Compliant,,,,,,
4074,OSV-0004074,MON-0036559,2023,25 January 2023,2023-01-25,Tí Geal Services,Galway,Ability West,Unannounced,6,4074-20230125,"The designated centre provides a residential and respite service for up to six adults who have an intellectual disability. The centre can cater for residents with some medical healthcare needs, behaviour that is challenging and who may also attend the services of the mental health care team. A combination of social care workers and care assistants support residents during day and night-time hours.  The centre is a two-storey house which is located in a suburban area of a large city. Each resident has their own bedroom and there is also ample communal, kitchen and dining facilities for residents. Public transport links are available to residents and transport is also made available by the provider.",Residential and Respite,5,3,5,Substantially compliant,,Substantially compliant,Substantially compliant,Compliant,Compliant,,,Compliant,,,Compliant,Substantially compliant,Substantially compliant,Not compliant,,,,,,Not compliant,,,Compliant,,Not compliant,,,,,,,,,
5144,OSV-0005144,MON-0031382,2021,23 March 2021,2021-03-23,No.5 Stonecrop,Cork,Brothers of Charity Services Ireland CLG,Short Notice Announced,3,5144-20210323,"No 5 Stonecrop is located close to a town on the outskirts of Cork City. The centre is located close to public transport services, shops and recreational services. The service is based on a social care model and provides a full residential service for persons with moderate to severe levels of intellectual disability including those with autism. The centre can accommodate four adult residents. The focus of the centre is to understand and meet the individual needs of each person by creating as homely an environment as possible. Individuals are encouraged to reach their fullest potential by participating in leisure, social and household activities. The centre comprised of a two-storey semi-detached house with a parking area at the front of the property and a secure garden area at the rear. Located on the ground floor, there is a large kitchen area, separate dining room, sitting room and one bedroom with en-suite.  The first floor comprised of four bedrooms, a shared bathroom and an office.",,12,1,2,Compliant,,Compliant,Compliant,,Compliant,Compliant,,,,Compliant,Compliant,Compliant,Not compliant,Compliant,,,,,,Substantially compliant,,,Substantially compliant,Compliant,Compliant,,,Compliant,,,,,,
5789,OSV-0005789,MON-0034716,2023,21 February 2023,2023-02-21,The Bridge,Louth,St John of God Community Services CLG,Unannounced,4,5789-20230221,"The Bridge is a community residential house situated in a town in Co. Louth. This house is home to four male and female residents over the age of eighteen, some of whom have mobility issues, health care needs and emotional needs. The house is a large bungalow with four bedrooms one of which has an en-suite bathroom. There is also a large bathroom, kitchen/dining area, a utility room and two sitting rooms. At the back of the property there is a large garden where seating areas are provided for residents to enjoy. The property has been adapted to meet the needs of the residents who have mobility issues. The residents are supported by a team of staff 24 hours a day. The team consists of social care workers, nurses and health care assistants. There are three staff on duty all day and two waking night staff. The person in charge is responsible for three centres under this provider. In order to assure oversight of the centre they are supported by a clinic nurse manager who works 19.5 hours in this centre. A shift leader is also assigned to oversee the care and support provided each day. The residents do not attend a formal day service and are supported by staff to access meaningful activities during the day. A bus is provided in the centre to facilitate this and other appointments.",,7,1,5,Compliant,,Substantially compliant,Substantially compliant,,Compliant,,,,,,Compliant,Compliant,Substantially compliant,Substantially compliant,,,,,,Substantially compliant,,,Compliant,Compliant,Not compliant,,,Compliant,,,,,,
5478,OSV-0005478,MON-0027996,2022,27 April 2022,2022-04-27,Mullaghmeen Centre 3,Westmeath,Muiríosa Foundation,Announced,2,5478-20220427,"The designated centre comprises two attached but self contained apartments location near to the local town. Full time residential services are provided from the designated centre to two residents with intellectual disability. Each apartment includes kitchen and living areas, bedroom and bathroom facilities, and there is a pleasant back garden area, and parking for several vehicles to the front. The centre provides 24 hour support with both waking and sleepover night staff and the staff team comprises nursing support, social care workers and support workers. The residents can access a number of local amenities including, shops, restaurants, leisure facilities.",,19,0,0,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,,,,Compliant,Compliant,Compliant,Compliant,,Compliant,,,,Compliant,,,Compliant,Compliant,Compliant,,,Compliant,,,Compliant,Compliant,,
4351,OSV-0004351,MON-0040233,2023,16 November 2023,2023-11-16,Brookvale House,Monaghan,Praxis Care,Unannounced,,4351-20231116,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3404,OSV-0003404,MON-0028635,2022,11 August 2022,2022-08-11,Walk B,Dublin 12,Walkinstown Association For People With An Intellectual Disability CLG,Announced,6,3404-20220811,"Walk B comprises three houses in South Dublin, each located in a suburban area. The centre can accommodate up to seven residents, and provides care and support to adults with an intellectual disability. It can also support residents with additional support needs, such as non-complex health care and positive behaviour support. The centre is staffed by a team of direct support workers, and each house has its own team leader, who reports to the person in charge.",,8,1,1,Compliant,,,Compliant,,,Compliant,,,,,,Compliant,Compliant,,Compliant,,,,,Compliant,,,,Substantially compliant,Not compliant,,,,,,Compliant,,,
2989,OSV-0002989,MON-0037842,2024,11 January 2024,2024-01-11,The Ferns,Louth,St John of God Community Services CLG,Unannounced,10,2989-20240111,"This is a community based service comprising of two detached houses in close proximity to each other in Co. Louth. It provides residential care and support to ten adults with disabilities (both male and female). Both houses are in close proximity to a number of nearby towns and villages however, transport is provided to residents for social outings, day trips and holidays. Each house has a fully equipped kitchen/dining area, a utility facility, a sitting room/TV room, spacious bathrooms and each resident has their own private bedroom, some with an en-suite facility. The staff team consists of a person in charge, and a team of trained healthcare assistants and social care professionals. The service operates in consultation with each resident and both houses are staffed on a 24/7 basis so as to ensure their assessed needs are provided for. Systems are in place so as to ensure the residents' healthcare needs are comprehensively provided for to include as required access to GP services and range of other allied healthcare professional services. Residents are also supported to use local amenities such as pubs, restaurants, cafes, shops, shopping centres, hairdressers/beauticians and barbers. Some residents are also employed in a number of local businesses and attend local clubs on a weekly basis. Residents are empowered to make their own decisions in this service (with support where required) and it operates in a culture of person centeredness.",,13,0,0,,,Compliant,Compliant,Compliant,Compliant,Compliant,,,Compliant,Compliant,Compliant,Compliant,Compliant,,,,,,,Compliant,,,Compliant,,Compliant,,,,,,,,,
2627,OSV-0002627,MON-0031856,2023,23 August 2023,2023-08-23,Innisfree,Sligo,Health Service Executive,Announced,3,2627-20230823,"Innisfree is a centre run by the Health Service Executive and is located on the outskirts of a town in Co. Sligo. The centre provides residential care for up to four male and female residents, who are over the age of 18 years and have an intellectual disability. The centre comprises of one bungalow with residents having access to their own bedroom, shared bathrooms, communal areas and garden space. Staff are on duty both day and night to support the residents who live here.",,21,0,0,Compliant,Compliant,,Compliant,,,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,,,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,,,,,Compliant,,Compliant,Compliant,,Compliant,,
3647,OSV-0003647,MON-0041107,2023,09 August 2023,2023-08-09,Lakeview Priorstate,Louth,St John of God Community Services CLG,Unannounced,5,3647-20230809,"This is a service providing full-time residential care and support to five residents with disabilities. The service comprises of a large detached two storey house in a rural setting in Co. Louth. It comprises of a large entrance hallway, a large well equipped kitchen cum dining room, a sun room, a large tastefully furnished sitting room, a staff office and a separate utility room. Each resident has their own bedroom (some en suite), which are decorated to their individual style and preference. The centre is staffed on a 24/7 basis with a person in charge, a house manager a team of qualified nursing staff, a social care worker and health care assistants. Systems are in place so as residents assessed health and social care needs are provided for. Residents have access to GP services and a range of other allied healthcare professionals. Transport is also provided so as residents can access their community and go on social outings and further trips afield.",,1,3,2,,,,,,,,,,,Compliant,,Substantially compliant,,Not compliant,,,,,,Not compliant,,,Substantially compliant,,Not compliant,,,,,,,,,
2105,OSV-0002105,MON-0028040,2022,03 June 2022,2022-06-03,Bantry Residential,Cork,CoAction West Cork CLG,Announced,8,2105-20220603,"This designated centre consists of four houses in a rural town setting. Each of the houses contain a kitchen, sitting room, single bedrooms, bathroom facilities and outdoor areas and gardens. The centre provides residential and respite services for up to 17 people, aged over 18 years. Residents are both male and female, with a diagnosis of intellectual disability. Staff support is provided by social care workers / leaders and support workers.",Residential and Respite,4,6,7,Substantially compliant,,Not compliant,Compliant,Substantially compliant,Substantially compliant,Compliant,,,,,,Not compliant,Substantially compliant,Not compliant,,,Substantially compliant,,Compliant,Not compliant,Not compliant,,,Substantially compliant,Substantially compliant,,,Not compliant,,,Compliant,Compliant,,
4087,OSV-0004087,MON-0031495,2021,14 September 2021,2021-09-14,Community Living Area E,Laois,Muiríosa Foundation,Unannounced,3,4087-20210914,"This centre comprises of a bungalow in the centre of a rural town and can provide a residential service for up to four residents. This centre is home to male and female residents over the age of 18 who present with moderate to severe intellectual disability and/or other diagnoses such as autism. The house operates on a 24 hour, seven days a week basis with staff present both day and night to support residents. This centre strives to provide a home like environment where individuals are encouraged and supported to become as independent as possible in their daily lives. The centre promotes and encourages community involvement and places an emphasis on personal choice and person centered planning.",,14,0,5,Compliant,,Substantially compliant,Substantially compliant,Compliant,Compliant,Compliant,Compliant,,,Substantially compliant,Compliant,Compliant,Compliant,Compliant,,,,,,Substantially compliant,Compliant,,Compliant,Compliant,Substantially compliant,,,Compliant,,,Compliant,,,
5780,OSV-0005780,MON-0033854,2021,31 August 2021,2021-08-31,Rusheen House,Sligo,Health Service Executive,Announced,4,5780-20210831,"Rusheen House is a community residential service providing care and support to four male adults with an intellectual disability who have complex health and behaviour support needs. The service is located in a rural setting close to Sligo town. The centre comprises of a two-storey house with four bedrooms and several communal rooms which the residents share. Residents at Rusheen House are supported by a staff team, which includes both nursing and social care staff. The staff support provided is based on the needs and abilities of individuals; there are three staff working in the centre during the day and two waking staff supported residents at night. Residential services are provided in a person centred approach and the provider incorporates a holistic approach to care and support, identifying each resident as an individual, while ensuring a safe, warm, home like environment.",,12,0,3,Compliant,,Compliant,Compliant,Substantially compliant,Compliant,Compliant,,,,,Compliant,Compliant,Compliant,,,,,,,Compliant,,,Compliant,Compliant,Substantially compliant,Substantially compliant,,Compliant,,,,,,
3508,OSV-0003508,MON-0034234,2021,21 September 2021,2021-09-21,Dungarvan Residential Services,Waterford,Carriglea Cáirde Services,Unannounced,14,3508-20210921,"The centre was re-registered in 2018 to provide long-term residential care and one transition respite bed to 16 adults, both male and female, although the current residents are all female. The service is provided up-to and including retirement age to adults with a primary diagnosis of mild to moderate intellectual disability, autism and behaviours that challenge. The centre consists of three detached single story houses, in different locations in a seaside town and is in close proximity to all local services and amenities. One of the current houses will be vacated on the registration of the new purpose built house. All of the houses, which will then comprise the reformed centre, are purpose built and accessible. The new house has five large bedrooms and assisted en-suites. The remaining houses contain suitably adapted and sufficient bathrooms to facilitate the residents. This reconfiguration will also ensure that the shared bedroom in one house is no longer required. Each house has a safe accessible garden. There are three day services/ workshops allied to the centre, which are tailored to the residents' different needs and preferences. There were 15 residents living in the centre at the time of this inspection with one respite bed being used for transition to care into the centre.",Respite,11,0,3,,Compliant,Compliant,Compliant,,,Compliant,Compliant,Compliant,Substantially compliant,,,,,Substantially compliant,,Compliant,Compliant,,,Compliant,,,,Substantially compliant,Compliant,,,,,,Compliant,,,
4767,OSV-0004767,MON-0031710,2022,11 August 2022,2022-08-11,Saoirse,Limerick,Brothers of Charity Services Ireland CLG,Unannounced,15,4767-20220811,"This designated centre is based on a large campus setting within the environs of Limerick city. There has been a number of re-configurations of this designated centre in recent years. Currently the centre is comprised of three bungalows and is registered to support a maximum of 17 residents. Adults both male and female with a diagnosis of intellectual disability are supported in this designated centre. One bungalow can accommodate 5 residents. This bungalow consists of four individual apartments and one bedroom. Three of the apartments have access to communal dining and living areas. There is also a kitchen, staff office and staff room. The second bungalow is comprised of five bedrooms, one of which has an en-suite, another has a small sitting room area, a kitchen, dining room and two large sitting room areas. This bungalow also has staff office, bathroom and toilet facilities. There is also an enclosed garden area and an adjoining apartment with a sitting room, bedroom and wheelchair accessible en-suite. The third bungalow has six individual bedrooms, a kitchen, dining room, sitting room, two bathrooms and additional toilet area, utility and staff office. There is also an enclosed garden area with parking at the front of the property.  Residents are supported by a staff team comprised of nurses and health care assistants by day and night. Residents can avail of the on-site services such as day services, swimming pool, gym, church and multidisciplinary team support.",,5,4,10,Substantially compliant,,Substantially compliant,Substantially compliant,,Compliant,Substantially compliant,Substantially compliant,Substantially compliant,,Substantially compliant,Compliant,Substantially compliant,Compliant,Not compliant,Substantially compliant,,,,,Not compliant,,Compliant,Substantially compliant,Not compliant,Not compliant,,,Compliant,,,,,Not compliant,
